step,value
41,9.449999809265137
97,35.849998474121094
137,26.0
177,20.450000762939453
199,22.049999237060547
238,28.94999885559082
278,27.649999618530273
298,8.800000190734863
338,9.300000190734863
378,25.25
422,60.79999923706055
459,14.850000381469727
499,16.5
539,9.25
579,17.299999237060547
619,11.649999618530273
659,18.049999237060547
699,9.300000190734863
760,80.5999984741211
800,20.299999237060547
841,27.849998474121094
881,9.25
921,9.300000190734863
966,46.79999923706055
1003,26.149999618530273
1049,77.44999694824219
1105,38.29999923706055
1144,16.19999885559082
1184,9.25
1224,29.299999237060547
1265,53.70000076293945
1272,7.799999713897705
1325,39.150001525878906
1371,49.349998474121094
1426,59.54999923706055
1487,83.55000305175781
1527,26.0
1569,74.8499984741211
1608,79.25
1653,81.25
1658,0.10000002384185791
1663,0.10000002384185791
1668,0.10000002384185791
1673,0.10000002384185791
1710,75.5999984741211
1750,21.299999237060547
1792,72.4000015258789
1795,-0.3999999761581421
1798,-0.3999999761581421
1853,78.94999694824219
1855,-0.6499999761581421
1897,78.0
1952,54.849998474121094
1993,60.70000076293945
2033,48.39999771118164
2073,60.45000076293945
2113,34.099998474121094
2153,28.44999885559082
2213,116.30000305175781
2255,86.05000305175781
2296,76.94999694824219
2357,105.55000305175781
2394,58.14999771118164
2435,61.75
2442,6.25
2498,78.3499984741211
2556,123.9000015258789
2559,-0.3999999761581421
2596,64.44999694824219
2636,66.9000015258789
2697,96.79999542236328
2742,89.1500015258789
2743,-0.949999988079071
2744,-0.8999999761581421
2749,0.10000002384185791
2800,69.94999694824219
2843,78.25
2848,0.10000002384185791
2857,1.100000023841858
2862,0.10000002384185791
2904,65.1500015258789
2913,1.100000023841858
2922,1.100000023841858
2961,58.64999771118164
3003,74.69999694824219
3006,-0.3500000238418579
3009,-0.3500000238418579
3014,0.10000002384185791
3019,0.10000002384185791
3024,0.10000002384185791
3064,69.0999984741211
3108,74.4000015258789
3150,101.30000305175781
3205,86.75
3245,46.04999923706055
3285,50.900001525878906
3325,47.650001525878906
3367,73.94999694824219
3406,70.55000305175781
3446,54.900001525878906
3486,62.900001525878906
3527,76.94999694824219
3567,68.3499984741211
3607,72.69999694824219
3614,11.050000190734863
3667,83.0999984741211
3708,76.94999694824219
3748,54.70000076293945
3796,104.25
3849,61.45000076293945
3889,77.25
3950,111.94999694824219
4014,113.4000015258789
4017,10.949999809265137
4074,75.3499984741211
4079,14.5
4153,122.4000015258789
4159,10.800000190734863
4214,93.44999694824219
4255,97.8499984741211
4317,146.64999389648438
4373,65.4000015258789
4414,83.3499984741211
4454,74.80000305175781
4495,94.6500015258789
4536,77.3499984741211
4575,85.80000305175781
4615,66.05000305175781
4655,58.04999923706055
4696,79.1500015258789
4702,6.09999942779541
4756,74.5
4800,67.25
4803,7.649999618530273
4858,77.3499984741211
4899,90.55000305175781
4942,70.1500015258789
4981,85.1500015258789
5019,71.19999694824219
5059,71.5999984741211
5141,174.39999389648438
5144,-0.3500000238418579
5147,10.050000190734863
5224,136.75
5262,70.19999694824219
5304,96.3499984741211
5385,187.0500030517578
5388,1.9999998807907104
5443,71.5999984741211
5484,93.8499984741211
5527,87.75
5565,75.19999694824219
5568,-0.25
5572,11.800000190734863
5632,91.3499984741211
5690,82.0
5728,88.9000015258789
5732,5.549999713897705
5787,73.1500015258789
5830,90.25
5835,12.850000381469727
5889,84.25
5893,-0.1499999761581421
5950,92.0
5994,92.0
6037,89.3499984741211
6097,95.3499984741211
6152,77.94999694824219
6196,99.3499984741211
6233,88.75
6236,0.5499999523162842
6240,-0.1499999761581421
6294,87.4000015258789
6298,1.399999976158142
6359,99.55000305175781
6420,147.0500030517578
6457,91.1500015258789
6461,-0.19999998807907104
6522,104.3499984741211
6583,107.6500015258789
6645,112.80000305175781
6700,93.4000015258789
6705,4.899999618530273
6763,95.0
6826,160.39999389648438
6883,98.5999984741211
6922,91.5999984741211
6927,3.3999998569488525
7024,207.0500030517578
7069,100.25
7166,201.5500030517578
7205,89.05000305175781
7209,7.149999618530273
7307,202.5
7365,144.75
7427,150.60000610351562
7530,232.75
7607,143.14999389648438
7652,102.0
7728,131.10000610351562
7788,142.10000610351562
7832,96.94999694824219
7912,145.6999969482422
7973,102.1500015258789
8049,140.5
8054,7.25
8194,300.25
8254,98.69999694824219
8313,99.94999694824219
8375,96.69999694824219
8431,88.80000305175781
8472,84.0999984741211
8475,0.3999999761581421
8478,-0.25
8555,148.9499969482422
8556,-0.949999988079071
8557,-0.949999988079071
8558,-0.949999988079071
8559,-0.8999999761581421
8640,154.0
8694,97.19999694824219
8734,85.30000305175781
8738,3.1499998569488525
8856,235.14999389648438
8995,330.6000061035156
9001,12.5
9060,103.1500015258789
9120,94.5
9221,199.14999389648438
9282,106.1500015258789
9360,157.0
9459,238.25
9462,5.299999713897705
9560,177.75
9603,95.9000015258789
9682,149.4499969482422
9683,-0.800000011920929
9684,-0.75
9740,92.05000305175781
9781,87.25
9843,136.10000610351562
9901,94.80000305175781
9942,84.0999984741211
9947,9.649999618530273
10022,144.39999389648438
10023,-0.75
10024,-0.75
10025,-0.75
10026,-0.75
10028,-0.699999988079071
10147,245.85000610351562
10388,514.6500244140625
10467,145.39999389648438
10469,-0.699999988079071
10527,94.1500015258789
10528,-0.800000011920929
10529,-0.800000011920929
10608,153.4499969482422
10666,109.4000015258789
10726,148.3000030517578
10788,144.1999969482422
10951,334.3999938964844
11031,145.60000610351562
11108,151.25
11188,202.6999969482422
11352,367.6499938964844
11453,192.25
11510,89.9000015258789
11772,626.0999755859375
11954,370.0
12013,99.8499984741211
12078,153.64999389648438
12156,146.8000030517578
12214,95.0
12296,197.6999969482422
12434,298.20001220703125
12515,195.75
12618,198.25
12718,197.35000610351562
12775,90.69999694824219
12818,96.55000305175781
12900,162.89999389648438
13001,200.25
13135,278.70001220703125
13139,-0.1499999761581421
13201,95.30000305175781
13296,191.4499969482422
13301,6.649999618530273
13380,149.35000610351562
13463,143.14999389648438
13561,192.14999389648438
13642,140.1999969482422
13703,92.44999694824219
13718,2.799999952316284
13761,85.5
13764,-0.30000001192092896
13858,187.10000610351562
13862,-0.19999998807907104
13866,15.149999618530273
13984,233.60000610351562
14060,155.89999389648438
14141,187.8000030517578
14182,94.5999984741211
14261,195.9499969482422
14266,9.649999618530273
14364,199.39999389648438
14427,98.55000305175781
14486,103.1500015258789
14544,98.94999694824219
14547,9.350000381469727
14622,129.1999969482422
14627,6.449999809265137
14707,148.85000610351562
14827,244.5
14884,101.1500015258789
14888,7.0
14946,98.1500015258789
15048,257.3500061035156
15167,233.64999389648438
15290,291.04998779296875
15389,179.64999389648438
15394,0.050000011920928955
15470,138.14999389648438
15594,256.6499938964844
15669,112.44999694824219
15674,11.25
15752,137.1999969482422
15872,232.5
15970,190.39999389648438
16051,186.89999389648438
16054,1.2499998807907104
16116,94.30000305175781
16176,88.0999984741211
16333,331.20001220703125
16377,89.69999694824219
16457,149.64999389648438
16517,97.0999984741211
16578,99.8499984741211
16697,237.0
16758,100.3499984741211
16759,-0.8500000238418579
16760,-0.800000011920929
16877,248.35000610351562
16919,91.5
17062,288.95001220703125
17159,168.60000610351562
17203,91.19999694824219
17343,302.70001220703125
17524,372.79998779296875
17582,90.9000015258789
17583,-0.8999999761581421
17584,-0.8999999761581421
17585,-0.8999999761581421
17586,-0.8500000238418579
17683,179.0
17723,85.3499984741211
17727,7.0
17807,137.60000610351562
17944,272.1499938964844
17948,4.599999904632568
18027,143.75
18070,98.1500015258789
18189,223.3000030517578
18309,228.3000030517578
18391,176.0
18511,222.89999389648438
18572,87.0
18573,-0.949999988079071
18574,-0.949999988079071
18651,131.14999389648438
18654,2.049999713897705
18735,130.75
18792,94.75
18897,234.0500030517578
18993,176.35000610351562
18998,13.75
19096,169.6999969482422
19477,794.7999877929688
19535,83.5999984741211
19537,-0.5
19539,-0.5
19718,346.79998779296875
19880,297.29998779296875
19961,140.3000030517578
20137,347.54998779296875
20141,5.400000095367432
20242,168.75
20301,74.25
20304,-0.30000001192092896
20361,83.3499984741211
20365,11.899999618530273
20425,101.69999694824219
20543,211.8000030517578
20603,126.69999694824219
20607,7.049999713897705
20704,161.35000610351562
20744,77.30000305175781
20969,471.3999938964844
21349,784.0999755859375
21467,225.60000610351562
21529,131.39999389648438
21532,-0.3500000238418579
21628,166.75
21872,510.0
21993,214.39999389648438
22153,299.1000061035156
22212,95.05000305175781
22215,10.149999618530273
22295,131.89999389648438
22374,133.4499969482422
22495,218.9499969482422
22718,430.54998779296875
22878,304.04998779296875
22957,130.25
23057,174.1999969482422
23115,71.5999984741211
23175,118.0999984741211
23239,127.80000305175781
23299,91.30000305175781
23360,84.6500015258789
23441,121.19999694824219
23540,172.35000610351562
