step,value
5,0.10000002384185791
57,39.5
89,8.050000190734863
120,18.049999237060547
144,21.94999885559082
192,36.150001525878906
237,69.05000305175781
262,13.34999942779541
284,4.650000095367432
311,5.699999809265137
343,13.449999809265137
388,26.600000381469727
410,4.550000190734863
450,11.649999618530273
498,60.20000076293945
538,9.300000190734863
576,11.84999942779541
618,57.099998474121094
650,40.04999923706055
698,11.300000190734863
758,54.70000076293945
798,46.849998474121094
838,20.450000762939453
878,10.050000190734863
918,9.300000190734863
958,58.849998474121094
1000,46.79999923706055
1039,64.0999984741211
1079,20.399999618530273
1139,46.64999771118164
1179,9.25
1219,10.899999618530273
1259,17.25
1299,19.649999618530273
1339,66.05000305175781
1379,9.300000190734863
1419,10.84999942779541
1459,54.849998474121094
1500,43.04999923706055
1543,43.099998474121094
1580,34.04999923706055
1620,26.899999618530273
1663,36.599998474121094
1701,50.20000076293945
1741,16.5
1781,30.100000381469727
1821,10.84999942779541
1861,11.649999618530273
1903,48.45000076293945
1962,51.849998474121094
2002,11.649999618530273
2044,78.69999694824219
2084,53.39999771118164
2143,51.20000076293945
2184,82.6500015258789
2223,55.349998474121094
2264,72.8499984741211
2310,78.0999984741211
2364,62.54999923706055
2404,46.099998474121094
2449,53.95000076293945
2505,66.0999984741211
2548,71.0
2586,62.20000076293945
2628,42.70000076293945
2632,3.049999952316284
2688,34.900001525878906
2703,23.600000381469727
2788,130.1999969482422
2834,72.5999984741211
2889,55.45000076293945
2930,75.44999694824219
2969,76.1500015258789
3013,55.349998474121094
3017,-0.19999998807907104
3070,79.8499984741211
3111,66.54999542236328
3173,105.9000015258789
3178,14.5
3232,73.0999984741211
3235,-0.3500000238418579
3238,-0.30000001192092896
3294,68.80000305175781
3352,120.44999694824219
3396,80.0
3435,87.44999694824219
3440,10.550000190734863
3496,91.30000305175781
3534,72.69999694824219
3576,77.25
3580,9.600000381469727
3639,84.6500015258789
3716,121.55000305175781
3719,-0.30000001192092896
3722,10.09999942779541
3776,75.30000305175781
3817,91.4000015258789
3898,147.64999389648438
3937,68.94999694824219
3977,76.44999694824219
4024,87.94999694824219
4078,77.69999694824219
4118,74.05000305175781
4164,87.75
4221,99.4000015258789
4262,89.05000305175781
4302,99.75
4341,88.3499984741211
4382,82.6500015258789
4424,90.9000015258789
4481,92.19999694824219
4522,91.25
4605,172.3000030517578
4661,80.5999984741211
4705,84.80000305175781
4784,164.85000610351562
4787,2.049999713897705
4844,93.0
4885,97.75
4923,85.80000305175781
4927,1.5499999523162842
4983,88.9000015258789
5028,94.0
5084,97.6500015258789
5128,84.8499984741211
5210,150.89999389648438
5345,286.95001220703125
5350,5.699999809265137
5428,134.75
5431,7.599999904632568
5493,114.4000015258789
5548,90.9000015258789
5551,3.75
5614,100.1500015258789
5773,342.1000061035156
5830,106.6500015258789
5868,87.94999694824219
5909,95.3499984741211
5950,92.25
5955,10.449999809265137
6030,144.25
6034,-0.1499999761581421
6133,194.85000610351562
6136,9.299999237060547
6197,102.94999694824219
6255,95.75
6357,202.8000030517578
6415,87.0
6476,96.5999984741211
6537,102.19999694824219
6617,159.3000030517578
6738,239.75
6838,194.3000030517578
6939,202.64999389648438
7034,196.1999969482422
7080,113.4000015258789
7158,146.75
7160,-0.5
7239,147.8000030517578
